POINT_X,POINT_Y,Z
482636.2362,2821921.26,12
482652.6481,2821921.26,12
482669.06,2821921.26,12
482685.4719,2821921.26,12
482701.8838,2821921.26,12
482718.2957,2821921.26,12
482734.7076,2821921.26,12
482751.1195,2821921.26,12
482767.5314,2821921.26,12
482783.9433,2821921.26,11.8253002
482800.3553,2821921.26,11.8676996
482816.7672,2821921.26,11.6789999
482833.1791,2821921.26,11.4759998
482849.591,2821921.26,11.3290005
482866.0029,2821921.26,11.1934996
482882.4148,2821921.26,11.0270004
482898.8267,2821921.26,10.8542004
482915.2386,2821921.26,9.1391497
482931.6505,2821921.26,9.1606197
482948.0624,2821921.26,9.0042105
482964.4743,2821921.26,8.6658201
482980.8862,2821921.26,8
482997.2981,2821921.26,8
483013.71,2821921.26,8
483030.1219,2821921.26,8
483046.5338,2821921.26,8
483062.9458,2821921.26,8
483079.3577,2821921.26,8
483095.7696,2821921.26,8
483112.1815,2821921.26,8
483128.5934,2821921.26,8
483145.0053,2821921.26,8
483161.4172,2821921.26,8
483177.8291,2821921.26,8
483194.241,2821921.26,8
483210.6529,2821921.26,8
483227.0648,2821921.26,8
482504.9409,2821904.849,12
482521.3528,2821904.849,12
482537.7648,2821904.849,12
482554.1767,2821904.849,12
482570.5886,2821904.849,12
482587.0005,2821904.849,12
482603.4124,2821904.849,12
482619.8243,2821904.849,12
482636.2362,2821904.849,12
482652.6481,2821904.849,12
482669.06,2821904.849,12
482685.4719,2821904.849,12
482701.8838,2821904.849,12
482718.2957,2821904.849,12
482734.7076,2821904.849,12
482751.1195,2821904.849,12
482767.5314,2821904.849,11.8253002
482783.9433,2821904.849,11.8262997
482800.3553,2821904.849,11.7709999
482816.7672,2821904.849,11.6506996
482833.1791,2821904.849,11.4759998
482849.591,2821904.849,11.3290005
482866.0029,2821904.849,11.1725998
482882.4148,2821904.849,10.7159004
482898.8267,2821904.849,9.8379698
482915.2386,2821904.849,8.9674501
482931.6505,2821904.849,8.8164997
482948.0624,2821904.849,8.6655397
482964.4743,2821904.849,8.1898499
482980.8862,2821904.849,8
482997.2981,2821904.849,8
483013.71,2821904.849,8
483030.1219,2821904.849,8
483046.5338,2821904.849,8
483062.9458,2821904.849,8
483079.3577,2821904.849,8
483095.7696,2821904.849,8
483112.1815,2821904.849,7.7898002
483128.5934,2821904.849,7.3306899
483145.0053,2821904.849,7.1837802
483161.4172,2821904.849,7.2192898
483177.8291,2821904.849,7.5085301
483194.241,2821904.849,7.6549301
483210.6529,2821904.849,7.6549301
483227.0648,2821904.849,7.65379
483243.4767,2821904.849,7.6567202
482488.529,2821888.437,12
482504.9409,2821888.437,12
482521.3528,2821888.437,12
482537.7648,2821888.437,12
482554.1767,2821888.437,12
482570.5886,2821888.437,12
482587.0005,2821888.437,12
482603.4124,2821888.437,12
482619.8243,2821888.437,12
482636.2362,2821888.437,12
482652.6481,2821888.437,12
482669.06,2821888.437,12
482685.4719,2821888.437,12
482701.8838,2821888.437,11.8294001
482718.2957,2821888.437,11.8294001
482734.7076,2821888.437,11.6588001
482751.1195,2821888.437,11.6588001
482767.5314,2821888.437,11.6588001
482783.9433,2821888.437,11.7644997
482800.3553,2821888.437,11.4987001
482816.7672,2821888.437,11.4883003
482833.1791,2821888.437,11.4883003
482849.591,2821888.437,11.3177004
482866.0029,2821888.437,11.1709995
482882.4148,2821888.437,10.4833002
482898.8267,2821888.437,8.9657602
482915.2386,2821888.437,8.8228302
482931.6505,2821888.437,8.5074997
482948.0624,2821888.437,8.3661404
482964.4743,2821888.437,8.1864004
482980.8862,2821888.437,8
482997.2981,2821888.437,8
483013.71,2821888.437,8
483030.1219,2821888.437,8
483046.5338,2821888.437,8
483062.9458,2821888.437,8
483079.3577,2821888.437,7.65553
483095.7696,2821888.437,7.0303302
483112.1815,2821888.437,6.54175
483128.5934,2821888.437,6
483145.0053,2821888.437,6
483161.4172,2821888.437,6
483177.8291,2821888.437,6.2192502
483194.241,2821888.437,6.6654401
483210.6529,2821888.437,7.0036201
483227.0648,2821888.437,7.1702099
483243.4767,2821888.437,7.1687698
482488.529,2821872.025,12
482504.9409,2821872.025,12
482521.3528,2821872.025,12
482537.7648,2821872.025,12
482554.1767,2821872.025,12
482570.5886,2821872.025,12
482587.0005,2821872.025,12
482603.4124,2821872.025,12
482619.8243,2821872.025,12
482636.2362,2821872.025,12
482652.6481,2821872.025,12
482669.06,2821872.025,12
482685.4719,2821872.025,12
482701.8838,2821872.025,12
482718.2957,2821872.025,11.8294001
482734.7076,2821872.025,11.6588001
482751.1195,2821872.025,11.6588001
482767.5314,2821872.025,11.6686001
482783.9433,2821872.025,11.7679996
482800.3553,2821872.025,11.4883003
482816.7672,2821872.025,11.4883003
482833.1791,2821872.025,11.4883003
482849.591,2821872.025,11.3177004
482866.0029,2821872.025,10.9764996
482882.4148,2821872.025,9.9530697
482898.8267,2821872.025,8.8280802
482915.2386,2821872.025,8.53016
482931.6505,2821872.025,8.53016
482948.0624,2821872.025,8.1830702
482964.4743,2821872.025,8.1864004
482980.8862,2821872.025,8
482997.2981,2821872.025,8
483013.71,2821872.025,8
483030.1219,2821872.025,8
483046.5338,2821872.025,7.8020101
483062.9458,2821872.025,7.1887898
483079.3577,2821872.025,6.5486498
483095.7696,2821872.025,6
483112.1815,2821872.025,6
483128.5934,2821872.025,6
483145.0053,2821872.025,6
483161.4172,2821872.025,6
483177.8291,2821872.025,6
483194.241,2821872.025,6
483210.6529,2821872.025,6.2150302
483227.0648,2821872.025,6.4882698
483243.4767,2821872.025,6.6551399
482488.529,2821855.613,12
482504.9409,2821855.613,12
482521.3528,2821855.613,12
482537.7648,2821855.613,12
482554.1767,2821855.613,12
482570.5886,2821855.613,12
482587.0005,2821855.613,12
482603.4124,2821855.613,12
482619.8243,2821855.613,12
482636.2362,2821855.613,12
482652.6481,2821855.613,12
482669.06,2821855.613,12
482685.4719,2821855.613,11.8294001
482701.8838,2821855.613,11.8294001
482718.2957,2821855.613,11.6588001
482734.7076,2821855.613,11.6588001
482751.1195,2821855.613,11.6588001
482767.5314,2821855.613,11.5939999
482783.9433,2821855.613,11.5436001
482800.3553,2821855.613,11.4883003
482816.7672,2821855.613,11.3177004
482833.1791,2821855.613,11.3177004
482849.591,2821855.613,11.3177004
482866.0029,2821855.613,10.3332996
482882.4148,2821855.613,9.3333302
482898.8267,2821855.613,8.68153
482915.2386,2821855.613,8.5212297
482931.6505,2821855.613,8.3534403
482948.0624,2821855.613,8.1798496
482964.4743,2821855.613,8
482980.8862,2821855.613,8
482997.2981,2821855.613,8
483013.71,2821855.613,8
483030.1219,2821855.613,7.4770198
483046.5338,2821855.613,6.99051
483062.9458,2821855.613,6.36938
483079.3577,2821855.613,6
483095.7696,2821855.613,6
483112.1815,2821855.613,6
